,REPORTING YEAR,FACILITY NAME,LATITUDE,LONGITUDE,CITY,COUNTY,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e)
0,2023,(430) Civitas Resources - Permian Basin,39.74522001,-104.989197,Denver,Unknown,CO,80202,CIVITAS RESOURCES INC,844548
1,2023,(540) Civitas Resources - Denver Basin,39.74431,-104.98858,Denver,Unknown,CO,80202,CIVITAS RESOURCES INC,887487
2,2023,(540) Civitas Resources - GB - Denver Basin,39.74582152,-104.9892427,Denver,Unknown,CO,80202,CIVITAS RESOURCES INC,110747
3,2023,121 REGIONAL DISPOSAL FACILITY,33.29857,-96.53586,MELISSA,COLLIN COUNTY,TX,75454,NORTH TEXAS MUNICIPAL WATER DISTRICT,288302
4,2023,15-18565/15-18662,37.274127,-83.239034,Hazard,PERRY COUNTY,KY,40701,CAMBRIAN COAL LLC,122327
5,2023,1500 South Tibbs LLC d/b/a Aurorium Indianapolis LLC,39.73,-86.26,Indianapolis,MARION COUNTY,IN,46242,VERTELLUS HOLDINGS LLC,64807
6,2023,1876 CO DJ Basin,39.73652198,-104.98676,Denver,Unknown,CO,80203,"1876 Resources, LLC",27277
7,2023,"1876 Resources, LLC - Denver Basin",39.73652198,-104.98676,Denver,Unknown,CO,80203,CUB CREEK ENERGY LLC,27277
8,2023,220 Gulf Coast Basin,29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP,286498
9,2023,220 Gulf Coast Basin DEC,35.466697,-97.51453,Oklahoma City,Unknown,OK,73102,DEVON ENERGY CORP,1166132
10,2023,23rd and 3rd,40.663,-74.0,BROOKLYN,Kings,NY,11232,NEW YORK POWER AUTHORITY,31916
11,2023,260 East Texas Basin - BP America Production Company,29.78037,-95.6295,Houston,Unknown,TX,77079,BP AMERICA INC,13382
12,2023,30-30 Gas Plant,33.05188,-102.88792,Plains,YOAKUM COUNTY,TX,79355,STAKEHOLDER GAS SERVICES LLC,44171
13,2023,31st Street Landfill,41.834962,-87.916392,WESTCHESTER,COOK COUNTY,IL,60154,CATHOLIC BISHOP OF CHICAGO,29264
14,2023,345 Arkoma Basin,29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP,92930
15,2023,350 South Oklahoma Folded Belt,29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP,89986
16,2023,360 Anadarko Basin,35.56719,-97.49827,Oklahoma City,Unknown,OK,73142,CHAPARRAL ENERGY INC,182531
17,2023,360 Anadarko Basin,29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP,240664
18,2023,360 Anadarko Basin DEC,35.466697,-97.51453,Oklahoma City,Unknown,OK,73102,DEVON ENERGY CORP,310278
19,2023,360 Anadarko Camino Production,39.75164151,-104.9966423,Denver,Unknown,CO,80202,CAMINO NATURAL RESOURCES LLC,125092
20,2023,375 Sedgwick Basin,29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP,33057
21,2023,395 Williston Basin,29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP (55%); BLACKSTONE GSO HOLDINGS LLC,132909
22,2023,395 Williston Basin GB WPX,35.46715529,-97.51773636,OKLAHOMA CITY,Unknown,OK,73102,DEVON ENERGY CORP,26472
23,2023,3M BROWNWOOD,31.671177,-98.996513,BROWNWOOD,BROWN COUNTY,TX,76801,3M CO,22883
24,2023,3M CO,44.951,-92.9959,MAPLEWOOD,RAMSEY COUNTY,MN,55144,3M CO,77909
25,2023,3M CO - GUIN,33.96548,-87.89936,GUIN,MARION COUNTY,AL,35563,3M CO,30098
26,2023,3M CO - WAUSAU DOWNTOWN,44.95018,-89.63766,WAUSAU,MARATHON COUNTY,WI,54401,3M CO,35941
27,2023,3M Chemical Operations' Cordova Facility,41.755,-90.284167,CORDOVA,ROCK ISLAND COUNTY,IL,61242,3M CO,637397
28,2023,3M Chemical Operations' Cottage Grove Facility,44.789444,-92.908333,Cottage Grove,WASHINGTON COUNTY,MN,55016,3M CO,20825
29,2023,3M Chemical Operations' Decatur Facility,34.641667,-87.038611,DECATUR,MORGAN COUNTY,AL,35609,3M CO,37564
30,2023,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,34.70537,-92.24607,LITTLE ROCK,PULASKI COUNTY,AR,72206,3M CO,32129
31,2023,3M MAGNETIC TAPE MANUFACTURING DIVISION,44.879677,-94.359598,HUTCHINSON,MCLEOD COUNTY,MN,55350,3M CO,53953
32,2023,3M NEVADA PLANT,37.834476,-94.330625,NEVADA,VERNON COUNTY,MO,64772,3M CO,31394
33,2023,3M Pittsboro,35.660546,-79.176782,Moncure,Unknown,NC,27559,3M CO,27051
34,2023,415 Strawn BKV  GB,32.78882,-97.34363,FORT WORTH,Unknown,TX,76106,BKV CORP,163140
35,2023,415 Strawn Basin BKV - Production,35.4711808,-97.516602,FORT WORTH,Unknown,TX,76106,BKV CORP,600459
36,2023,420 Fort Worth Syncline,29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP,162594
37,2023,420 Fort Worth Syncline BKV  GB,32.78882,-97.34363,Fort Worth,Unknown,TX,76106,BKV CORP,27713
38,2023,420 Fort Worth Syncline BKV - Production,35.466697,-97.51453,Bridgeport,Unknown,TX,76426,BKV CORP,664355
39,2023,425 Bend Arch,29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP,29618
40,2023,430 - Permian Basin - Pinon,29.77706001,-95.619326,Houston,Unknown,TX,77079,PINON MIDSTREAM LLC,116847
41,2023,430 Cotton Draw Midstream,35.46713402,-97.5177769,Oklahoma City,Unknown,OK,73102,COTTON DRAW MIDSTREAM LLC,219519
42,2023,430 Permian Basin,29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP,3604780
43,2023,430 Permian Basin DEC,35.466697,-97.51453,Oklahoma City,OKLAHOMA COUNTY,OK,73102,DEVON ENERGY CORP,790205
44,2023,430 Permian Basin GB DEC,35.46713402,-97.5177769,Oklahoma City,Unknown,OK,73102,DEVON ENERGY CORP,55787
45,2023,48th Street Peaking Station,42.7553,-86.0853,HOLLAND,Allegan,MI,49423,CITY OF HOLLAND MICHIGAN,39264
46,2023,50 Buttes Gas Plant,43.85274,-105.77781,Gillette,CAMPBELL COUNTY,WY,82716,MERITAGE MIDSTREAM SERVICES II LLC,61389
47,2023,515 Powder River Basin DEC,35.4711808,-97.516602,Oklahoma City,Unknown,OK,73102,DEVON ENERGY CORP,207646
48,2023,580 - San Juan Basin Gathering/Boosting,37.33290351,-107.8777404,DURANGO,Unknown,CO,81301,BP AMERICA INC,252801
49,2023,580 San Juan Basin - Simcoe LLC,29.78037,-95.6295,DURANGO,Unknown,CO,81301,BP AMERICA INC,969987
50,2023,58TH ST LF (MAIN COUNTY LF),25.83301,-80.3465,MIAMI,MIAMI-DADE COUNTY,FL,33178,COUNTY OF MIAMI-DADE FLORIDA,53834
51,2023,59th Street,40.7711,-73.9911,NEW YORK,New York,NY,10019,CONSOLIDATED EDISON INC,174671
52,2023,69TH ST WWTP,29.75579,-95.29791,HOUSTON,HARRIS COUNTY,TX,77020,CITY OF HOUSTON TEXAS,25104
53,2023,74th Street,40.768,-73.9515,NEW YORK,New York,NY,10021,CONSOLIDATED EDISON INC,251176
54,2023,A B Brown Generating Station,37.9053,-87.715,MOUNT VERNON,Posey,IN,47620,CENTERPOINT ENERGY INC,1982201
55,2023,"A.C.M.S., Inc.",28.743151,-82.091653,Lake Panasoffkee,SUMTER COUNTY,FL,33538,WASTE CONNECTIONS US INC,67748
56,2023,A.J. Mihm Generating Station,46.793722,-88.616566,Pelkie,Unknown,MI,49958,WEC Energy Group Inc,106545
57,2023,ABBOTT PARK FACILITY,42.30227,-87.89065,ABBOTT PARK,LAKE COUNTY,IL,60064,ABBOTT LABORATORIES,53456
58,2023,ABBVIE LTD.,18.433237,-66.570509,BARCELONETA,BARCELONETA MUNICIPIO,PR,617,ABBVIE INC,61699
59,2023,ABC COKE,33.580769,-86.781281,TARRANT,JEFFERSON COUNTY,AL,35217,DRUMMOND CO INC,159779
60,2023,ABERDEEN ENERGY LLC,45.442417,-98.787139,MINA,EDMUNDS COUNTY,SD,57451,GLACIAL LAKES CORN PROCESSORS,197928
61,2023,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,39.481881,-76.137166,APG,HARFORD COUNTY,MD,21005,US GOVERNME,4784
62,2023,ABSOLUTE ENERGY LLC,43.49951,-92.91709,ST ANSGAR (MONA),MITCHELL COUNTY,IA,50472,ABSOLUTE ENERGY LLC,151261
63,2023,AC 857 A,26.29555555,-94.89777777,Offshore,Unknown,TX,0,SHELL PETROLEUM INC,180279
64,2023,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,30.256038,-92.532637,EGAN,ACADIA PARISH,LA,70531,ACADIA PARISH POLICE JURY,46996
65,2023,ACE ETHANOL LLC,44.9589,-90.9608,STANLEY,CHIPPEWA COUNTY,WI,54768,ACE ETHANOL LLC,80642
66,2023,ACME BRICK CO ELGIN PLANT,30.32903,-97.29207,ELGIN,BASTROP COUNTY,TX,78621,BERKSHIRE HATHAWAY INC,27873
67,2023,ACME GYPSUM FACILITY,34.323944,-99.818194,QUANAH,HARDEMAN COUNTY,TX,79252,KOCH INDUSTRIES INC,4747
68,2023,ADA COGENERATION,42.929287,-85.431127,ADA,KENT COUNTY,MI,49355,ADA COGENERATION LP,99086
69,2023,"ADA Carbon Solutions (Red River), LLC",32.005405,-93.387829,Coushatta,RED RIVER PARISH,LA,71019,ADA CARBON SOLUTIONS LLC,292348
70,2023,ADKINS ENERGY LLC,42.3586,-89.80342,LENA,STEPHENSON COUNTY,IL,61048,ADKINS ENERGY LLC,89423
71,2023,ADM - MANKATO,44.186805,-93.995493,MANKATO,BLUE EARTH COUNTY,MN,56001,ARCHER DANIELS MIDLAND CO,80347
72,2023,ADM CORN PROCESSING,41.9192,-91.6862,CEDAR RAPIDS,LINN COUNTY,IA,52404,ARCHER DANIELS MIDLAND CO,2746519
73,2023,ADM CORN PROCESSING,41.8196,-90.2122,CLINTON,CLINTON COUNTY,IA,52732,ARCHER DANIELS MIDLAND CO,1945777
74,2023,ADM Deerfield,37.80725,-94.585301,Deerfield,VERNON COUNTY,MO,64741,ARCHER DANIELS MIDLAND CO,40707
75,2023,ADM Fostoria,41.1494,-83.43295,Fostoria,HANCOCK COUNTY,OH,44830,ARCHER DANIELS MIDLAND CO,29827
76,2023,ADM QUINCY,39.903884,-91.410552,QUINCY,ADAMS COUNTY,IL,62305,ARCHER DANIELS MIDLAND CO,112816
77,2023,ADM SOUTHERN CELLULOSE PROD.IN,34.997921,-85.318581,CHATTANOOGA,HAMILTON COUNTY,TN,37410,ARCHER DANIELS MIDLAND CO,18140
78,2023,ADM SOYBEAN PROCESSING - DES MOINES,41.626329,-93.583205,DES MOINES,POLK COUNTY,IA,50313,ARCHER DANIELS MIDLAND CO,108458
79,2023,ADM Southport,33.94516,-78.00117,Southport,BRUNSWICK COUNTY,NC,28461,ARCHER DANIELS MIDLAND CO,82308
80,2023,ADM Valdosta,30.8325,-83.248056,Valdosta,LOWNDES COUNTY,GA,31601,ARCHER DANIELS MIDLAND CO,62577
81,2023,ADRIAN LANDFILL,41.885177,-84.059029,ADRIAN,LENAWEE COUNTY,MI,49221,REPUBLIC SERVICES INC,5171
82,2023,ADS-CEDAR HILL LANDFILL,33.6845,-86.2525,RAGLAND,ST. CLAIR COUNTY,AL,35131,WASTE MANAGEMENT INC,21817
83,2023,ADS-PECAN ROW-EVERGREEN LANDFILLS,30.81425,-83.35981,VALDOSTA,LOWNDES COUNTY,GA,31601,WASTE MANAGEMENT INC,46721
84,2023,ADS-STAR RIDGE LANDFILL,33.607092,-86.507602,MOODY,ST. CLAIR COUNTY,AL,35004,WASTE MANAGEMENT INC,18145
85,2023,ADS/MCLEAN COUNTY LANDFILL,40.465534,-89.03273,BLOOMINGTON,MCLEAN COUNTY,IL,61704,REPUBLIC SERVICES INC,3070
86,2023,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,44.4093,-89.854855,WISCONSIN RAPIDS,WOOD COUNTY,WI,54495,WASTE MANAGEMENT INC,22229
87,2023,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",39.73376,-92.53825,MACON,MACON COUNTY,MO,63552,WASTE MANAGEMENT INC,26771
88,2023,ADVANCED DISPOSAL OAK RIDGE LANDFILL,38.556639,-90.527306,BALWIN,ST. LOUIS COUNTY,MO,63021,WASTE MANAGEMENT INC,3571
89,2023,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,42.14,-89.085,DAVIS JUNCTION,OGLE COUNTY,IL,61020,WASTE MANAGEMENT INC,129482
90,2023,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,39.822266,-89.043754,DECATUR,MACON COUNTY,IL,62522,WASTE MANAGEMENT INC,29067
91,2023,ADVANSIX INC - CHESTERFIELD PLANT,37.336111,-77.2825,CHESTER,CHESTERFIELD COUNTY,VA,23836,ADVANSIX INC,60212
92,2023,ADVANSIX INCORPORATED - HOPEWELL,37.1815,-77.1621,HOPEWELL,HOPEWELL CITY,VA,23860,ADVANSIX INC,1227774
93,2023,AEP Corporate SF6 Emissions,39.588493,-81.682523,Columbus,WASHINGTON COUNTY,OH,43215,AMERICAN ELECTRIC POWER CO INC (94.6%); ELECTRIC TRANSMISSION TEXAS LLC (,191571
94,2023,AES - PUERTO RICO COGENERATION PLANT,17.945,-66.15027,GUAYAMA,GUAYAMA MUNICIPIO,PR,785,AES CORP,3170977
95,2023,AES Alamitos,33.7688,-118.1009,LONG BEACH,Los Angeles,CA,90803,AES CORP,1519042
96,2023,AES Huntington Beach,33.6436,-117.9788,HUNTINGTON BEACH,Orange,CA,92646,AES CORP,1275616
97,2023,AES Redondo Beach,33.8504,-118.395,REDONDO BEACH,Los Angeles,CA,90277,AES CORP,268950
98,2023,AES Warrior Run,39.5944,-78.7456,CUMBERLAND,Allegany,MD,21502,AES CORP,781434
99,2023,AFTON CHEMICAL CORP,38.60055,-90.1729,SAUGET,ST. CLAIR COUNTY,IL,62201,NEWMARKET CORP,47112
100,2023,AG Energy,44.7258,-75.4417,Ogdensburg,ST. LAWRENCE COUNTY,NY,13669,AG ENERGY PARTNERS LP,5752
101,2023,AG PROCESSING INC,43.10102,-94.65419,EMMETSBURG,PALO ALTO COUNTY,IA,50536,AG PROCESSING INC A COOPERATIVE,23462
102,2023,AG PROCESSING INC-EAGLE GROVE,42.669167,-93.904444,EAGLE GROVE,WRIGHT COUNTY,IA,50533,AG PROCESSING INC A COOPERATIVE,70515
103,2023,AG PROCESSING INC-SHELDON,43.182248,-95.856177,SHELDON,O'BRIEN COUNTY,IA,51201,AG PROCESSING INC A COOPERATIVE,27848
104,2023,AG PROCESSING INCORPORATED A COOPERATIVE,44.93265,-96.056491,DAWSON,LAC QUI PARLE COUNTY,MN,56232,AG PROCESSING INC A COOPERATIVE,38892
105,2023,AGC FLAT GLASS N AMERICA INC,37.70035,-84.26846,RICHMOND,MADISON COUNTY,KY,40475,AGC AMERICA INC,90786
106,2023,AGP SOY/CORN PROCESSING,40.58971,-98.33974,HASTINGS,ADAMS COUNTY,NE,68901,AG PROCESSING INC A COOPERATIVE,179938
107,2023,AGRI ENERGY LLC,43.648333,-96.224444,LUVERNE,ROCK COUNTY,MN,56156,GEVO INC,10
108,2023,AGRIUM US BORGER NITROGEN OPERATIONS,35.6411,-101.4203,BORGER,HUTCHINSON COUNTY,TX,79007,AGRIUM US INC,736028
109,2023,AGRIUM US INC - KFO,46.165957,-119.017218,KENNEWICK,BENTON COUNTY,WA,99337,AGRIUM US INC,13400
110,2023,AHN Heartland Ingredients,41.14375,-92.647694,EDDYVILLE,MONROE COUNTY,IA,52553,AJINOMOTO HEALTH & NUTRITION NORTH AMERICA INC,104073
111,2023,"AIR LIQUID LARGE INDUSTRIES US, LP",33.905833,-118.401944,EL SEGUNDO,LOS ANGELES COUNTY,CA,90245,AMERICAN AIR LIQUIDE HOLDINGS INC,617757
112,2023,AIR LIQUIDE - CORPUS CHRISTI SMR,27.813911,-97.472347,CORPUS CHRISTI,NUECES COUNTY,TX,78407,AMERICAN AIR LIQUIDE HOLDINGS INC,342879
113,2023,AIR LIQUIDE - FREEPORT HYCO PLANT,28.98037,-95.38396,FREEPORT,BRAZORIA COUNTY,TX,77541,AMERICAN AIR LIQUIDE HOLDINGS INC,175600
114,2023,AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,29.981116,-93.952389,PORT NECHES,JEFFERSON COUNTY,TX,77651,AMERICAN AIR LIQUIDE HOLDINGS INC,2423
115,2023,AIR LIQUIDE AMERICA CORP,32.4478,-94.6875,LONGVIEW,HARRISON COUNTY,TX,75602,AMERICAN AIR LIQUIDE HOLDINGS INC,481525
116,2023,AIR LIQUIDE AMERICA CORP.,30.21023,-90.99085,GEISMAR,ASCENSION PARISH,LA,70734,AMERICAN AIR LIQUIDE HOLDINGS INC,370413
117,2023,AIR LIQUIDE GEISMAR UTILITY SERVICES,30.216085,-91.002699,GEISMAR,ASCENSION PARISH,LA,70734,AMERICAN AIR LIQUIDE HOLDINGS INC,130130
118,2023,AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,38.047952,-122.256895,RODEO,CONTRA COSTA COUNTY,CA,94572,AMERICAN AIR LIQUIDE HOLDINGS INC,821122
119,2023,AIR PRODUCTS & CHEMICAL INC - LAKE CHARLES FACILITY,30.237363,-93.285908,WESTLAKE,CALCASIEU PARISH,LA,70669,AIR PRODUCTS & CHEMICALS INC,794369
120,2023,AIR PRODUCTS & CHEMICALS INC - Geismar SMR,30.18379,-90.98836,GEISMAR,ASCENSION PARISH,LA,70734,AIR PRODUCTS & CHEMICALS INC,55611
121,2023,AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY,30.022255,-89.900984,NEW ORLEANS,ORLEANS PARISH,LA,70129,AIR PRODUCTS & CHEMICALS INC,261745
122,2023,AIR PRODUCTS & CHEMICALS INC MARTINEZ WATERFRONT ROAD,38.032767,-122.07594,MARTINEZ,CONTRA COSTA COUNTY,CA,94553,AIR PRODUCTS & CHEMICALS INC,609353
123,2023,"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",38.026667,-122.067222,MARTINEZ,CONTRA COSTA COUNTY,CA,94553,AIR PRODUCTS & CHEMICALS INC,34812
124,2023,AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT,38.37673,-82.60581,CATLETTSBURG,BOYD COUNTY,KY,41129,AIR PRODUCTS & CHEMICALS INC,147006
125,2023,AIR PRODUCTS AND CHEMICALS INC - GARYVILLE,30.09959,-90.648851,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,AIR PRODUCTS & CHEMICALS INC,987351
126,2023,AIR PRODUCTS AND CHEMICALS INCORPORATED,38.529722,-121.398889,SACRAMENTO,SACRAMENTO COUNTY,CA,95826,AIR PRODUCTS & CHEMICALS INC,43250
127,2023,AIR PRODUCTS BAYTOWN PLANT,29.757778,-95.023056,BAYTOWN,HARRIS COUNTY,TX,77520,AIR PRODUCTS & CHEMICALS INC,56939
128,2023,AIR PRODUCTS CARSON HYDROGEN PLANT,33.812778,-118.231389,CARSON,LOS ANGELES COUNTY,CA,90810,AIR PRODUCTS & CHEMICALS INC,657458
129,2023,AIR PRODUCTS TEXAS CITY FACILITY,29.381111,-94.899672,Texas City,GALVESTON COUNTY,TX,77590,AIR PRODUCTS & CHEMICALS INC,41289
130,2023,AIR PRODUCTS WILMINGTON HYDROGEN PLANT,33.780833,-118.241111,WILMINGTON,LOS ANGELES COUNTY,CA,90744,AIR PRODUCTS & CHEMICALS INC,827474
131,2023,AJAX PLANT,35.546399,-100.116256,Wheeler,Unknown,TX,79014,PRODUCERS MIDSTREAM II LLC,38739
132,2023,AKER PLANT,31.91,-96.2233,STREETMAN,FREESTONE COUNTY,TX,75859,M6 Midstream LLC,39758
133,2023,AKRON REGIONAL LANDFILL *,41.151282,-81.559298,AKRON,SUMMIT COUNTY,OH,44313,WASTE MANAGEMENT INC,1533
134,2023,AL CORN CLEAN FUEL,44.049412,-93.017379,CLAREMONT,DODGE COUNTY,MN,55924,AL-CORN CLEAN FUEL,193607
135,2023,AL Sandersville,33.1189,-82.8608,WARTHEN,Washington,GA,31094,AL SANDERSVILLE LLC,66586
136,2023,"ALABAMA RIVER CELLULOSE, LLC",31.580112,-87.490073,PERDUE HILL,MONROE COUNTY,AL,36470,KOCH INDUSTRIES INC,378850
137,2023,ALADDIN MILLS - ANTIOCH RD PLA NT,34.73399,-84.94646,DALTON,WHITFIELD COUNTY,GA,30720,MOHAWK INDUSTRIES INC,35443
138,2023,ALBANY LANDFILL,42.70324,-73.84958,ALBANY,ALBANY COUNTY,NY,12205,CITY OF ALBANY NEW YORK,42755
139,2023,ALBEMARLE CORPORATION HOUSTON PLANT,29.742498,-95.165513,PASADENA,HARRIS COUNTY,TX,77503,ALBEMARLE CORP,43256
140,2023,ALBEMARLE CORPORATION-SOUTH PLANT,33.1756,-93.2169,MAGNOLIA,COLUMBIA COUNTY,AR,71753,ALBEMARLE CORP,73523
141,2023,ALCOA INC - WARRICK OPERATIONS,37.915,-87.3328,NEWBURGH,WARRICK COUNTY,IN,47629,ALCOA CORP,4867519
142,2023,ALCOA INTALCO WORKS,48.8455,-122.7055,FERNDALE,WHATCOM COUNTY,WA,98248,ALCOA CORP,8533
143,2023,ALCOA-MARYVILLE-BLOUNT COUNTY LANDFILL,35.73834,-84.05978,Friendsville,BLOUNT COUNTY,TN,37737,COUNTY OF BLOUNT TENNESSEE (40%); CITY OF ALCOA TENNESSEE (30%); CITY OF MARYVILLE TENNESSEE,91615
144,2023,ALL PURPOSE LANDFILL,37.4135,-121.9724,SANTA CLARA,SANTA CLARA COUNTY,CA,95050,CITY OF SANTA CLARA CALIFORNIA,39544
145,2023,ALLEGANY BALLISTICS LABORATORY,39.56097,-78.84361,KEYSER,MINERAL COUNTY,WV,26726,NORTHROP GRUMMAN CORP,23245
146,2023,ALLEN COUNTY PUBLIC WORKS,37.901209,-95.280776,LA HARPE,ALLEN COUNTY,KS,66751,COUNTY OF ALLEN KANSAS,65882
147,2023,ALLIANCE COMPRESSOR STATION,33.03512,-97.331434,JUSTIN,DENTON COUNTY,TX,76247,CRESTWOOD EQUITY PARTNERS LP,48988
148,2023,ALLIANCE PIPELINE - OLIVIA 23-A,44.8491,-94.8969,BIRD ISLAND,RENVILLE COUNTY,MN,55310,"Alliance Pipeline, Inc (50%); Enbridge (US) Inc",86136
149,2023,ALLIANCE PIPELINE L.P. - MANCHESTER,42.46915,-91.55145,MANCHESTER,DELAWARE COUNTY,IA,52057,"Alliance Pipeline, Inc (50%); Enbridge (US) Inc",82855
150,2023,ALLIANCE PIPELINE LP-Tampico,41.592546,-89.784245,TAMPICO,WHITESIDE COUNTY,IL,61283,"Alliance Pipeline, Inc (50%); Enbridge (US) Inc",60344
151,2023,"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",45.993367,-96.648999,FAIRMOUNT,RICHLAND COUNTY,ND,58030,"Alliance Pipeline, Inc (50%); Enbridge (US) Inc",90855
152,2023,"ALLIANCE PIPELINE, L.P.-WIMBLEDON COMPRESSOR STATION",47.191058,-98.42561,WIMBLEDON,BARNES COUNTY,ND,58492,"Alliance Pipeline, Inc (50%); Enbridge (US) Inc",90406
153,2023,ALLIANCE SANI LDFL,41.3965,-75.7375,TAYLOR,LACKAWANNA COUNTY,PA,18517,WASTE MANAGEMENT INC,47985
154,2023,ALLIED IMPERIAL LANDFILL,32.854701,-115.52505,IMPERIAL,IMPERIAL COUNTY,CA,92251,REPUBLIC SERVICES INC,40169
155,2023,ALLISON GAS PLANT,35.60785,-100.10148,Allison,WHEELER COUNTY,TX,79003,PRODUCERS MIDSTREAM II LLC,42329
156,2023,"ALLISON TRANSMISSION, Inc.",39.779861,-86.240969,INDIANAPOLIS,MARION COUNTY,IN,46222,ALLISON TRANSMISSION HOLDINGS INC,26843
157,2023,ALLP Greenriver Basin,39.74762641,-104.9897734,Denver,Unknown,CO,80202,MARATHON PETROLEUM CORP,86654
158,2023,ALLP Uinta Basin,39.74762641,-104.9897734,Denver,Unknown,CO,80202,MARATHON PETROLEUM CORP,170182
159,2023,ALMATIS INC - BAUXITE ARKANSAS,34.57522,-92.53173,Benton,SALINE COUNTY,AR,72015,ALMATIS INC,61843
160,2023,ALON REFINING KROTZ SPRINGS INC,30.526504,-91.748383,KROTZ SPRINGS,ST. LANDRY PARISH,LA,70750,DELEK US HOLDINGS INC,633554
161,2023,"ALPEK POLYESTER MISSISSIPPI, INC.",30.233028,-89.561667,BAY SAINT LOUIS,HANCOCK COUNTY,MS,39520,"Alpek Polyester USA, LLC",56461
162,2023,"ALPEK POLYESTER USA, LLC",34.98305,-78.78722,FAYETTEVILLE,CUMBERLAND COUNTY,NC,28312,"Alpek Polyester USA, LLC",35596
163,2023,ALPHA RIDGE LANDFILL,39.30718,-76.89862,MARRIOTTSVILLE,HOWARD COUNTY,MD,21104,HOWARD COUNTY OF MARYLAND (INC),25772
164,2023,ALTIVIA Institute Facilities,38.384705,-81.776181,Dunbar,KANAWHA COUNTY,WV,25064,ALTIVIA SERVICES LLC,96979
165,2023,"ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX",38.59167,-82.81944,HAVERHILL,SCIOTO COUNTY,OH,45636,ALTIVIA CORP,26878
166,2023,ALTO COLUMBIA LLC,45.855921,-119.656083,BOARDMAN,MORROW COUNTY,OR,97818,ALTO INGREDIENTS INC,38611
167,2023,ALTO MAGIC VALLEY LLC,42.521324,-113.815693,BURLEY,CASSIA COUNTY,ID,83318,ALTO INGREDIENTS INC,44427
168,2023,ALTON STEEL COMPANY,38.88321,-90.14503,ALTON,MADISON COUNTY,IL,62002,ALTON STEEL INC,24279
169,2023,ALYESKA PIPELINE SE/TAPS PUMP STATION 01,70.257222,-148.617778,PRUDHOE BAY,NORTH SLOPE BOROUGH,AK,99734,ALYESKA PIPELINE SERVICE CO,70995
170,2023,"ALYESKA PIPELINE SERVICE COMPANY, Valdez Marine Terminal",61.084857,-146.388531,VALDEZ,VALDEZ-CORDOVA CENSUS AREA,AK,99686,ALYESKA PIPELINE SERVICE CO,23798
171,2023,"AM/NS Calvert, LLC",31.146111,-87.992778,CALVERT,MOBILE COUNTY,AL,36513,AM/NS CALVERT LLC,564329
172,2023,AMALGAMATED SUGAR CO LLC,42.531995,-114.431448,TWIN FALLS,TWIN FALLS COUNTY,ID,83301,AMALGAMATED SUGAR CO,201358
173,2023,AMALGAMATED SUGAR CO LLC,42.611671,-113.757423,PAUL,MINIDOKA COUNTY,ID,83347,AMALGAMATED SUGAR CO OREGON COOPERATIVE CORP,282864
174,2023,AMALGAMATED SUGAR CO LLC,43.612136,-116.579232,NAMPA,CANYON COUNTY,ID,83687,AMALGAMATED SUGAR CO OREGON COOPERATIVE CORP,262054
175,2023,AMEA Sylacauga Plant,33.1661,-86.2825,SYLACAUGA,Talladega,AL,35150,ALABAMA MUNICIPAL ELECTRIC AUTHORITY,28404
176,2023,AMERICAN ACRYL PASADENA,29.608982,-95.054226,PASADENA,HARRIS COUNTY,TX,77507,ARKEMA DELAWARE INC (50%); NIPPON SHOKUBAI AMERICA INDUSTRIES INC,81719
177,2023,AMERICAN AIRLINES,36.204822,-95.868808,TULSA,TULSA COUNTY,OK,74116,AMERICAN AIRLINES GROUP INC,34262
